time,place,mag,depth,longitude,latitude,type,id,url
2024-03-09 12:01:09.046,"239 km E of Levuka, Fiji",5.4,592.972,-178.4182,-17.99,earthquake,us7000m4e2,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4e2
2024-03-09 10:27:17.930,"Kermadec Islands, New Zealand",4.9,44.375,-177.8463,-30.6758,earthquake,us6000mj0y,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj0y
2024-03-09 10:25:55.753,"Maug Islands region, Northern Mariana Islands",4.7,10.0,145.6742,20.2002,earthquake,us6000mj14,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mj14
2024-03-09 09:22:28.854,"131 km SW of San Pedro de Atacama, Chile",4.5,92.951,-68.9877,-23.8484,earthquake,us7000m4de,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4de
2024-03-09 05:18:25.096,"42 km SW of Urakawa, Japan",4.9,60.965,142.3692,41.9328,earthquake,us7000m4cj,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m4cj
2024-03-08 22:20:16.642,South Sandwich Islands region,4.6,10.0,-29.2466,-58.1328,earthquake,us6000mivs,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mivs
2024-03-08 21:03:48.310,northern Mid-Atlantic Ridge,4.9,10.0,-46.3383,23.7912,earthquake,us6000mivl,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mivl
2024-03-08 20:29:22.845,"115 km SSE of Isangel, Vanuatu",4.6,99.909,169.6249,-20.534,earthquake,us6000mivj,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mivj
2024-03-08 19:00:26.527,"149 km WNW of Hihifo, Tonga",4.9,9.16,-175.102,-15.4828,earthquake,us6000mivg,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mivg
2024-03-08 18:58:06.234,"80 km SSE of Hengchun, Taiwan",4.6,10.0,121.0065,21.3246,earthquake,us7000m48w,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m48w
2024-03-08 17:56:49.810,South Sandwich Islands region,4.7,10.0,-29.6514,-58.2994,earthquake,us6000mive,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mive
2024-03-08 17:21:55.604,south of the Fiji Islands,5.3,596.425,-179.5708,-22.1275,earthquake,us7000m486,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m486
2024-03-08 09:11:45.110,"103 km SE of Pondaguitan, Philippines",6.0,115.0,126.9407,5.8168,earthquake,us7000m439,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m439
2024-03-08 07:40:46.074,"74 km N of La Serena, Chile",4.6,49.371,-71.2831,-29.2346,earthquake,us7000m42y,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42y
2024-03-08 06:55:27.308,"82 km ENE of Fangale’ounga, Tonga",4.5,35.0,-173.6648,-19.3435,earthquake,us6000miux,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miux
2024-03-08 06:54:55.624,"35 km NNW of Upahuacho, Peru",4.8,82.511,-73.5635,-14.6209,earthquake,us7000m42x,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42x
2024-03-08 05:26:36.918,"97 km NNW of Port-Olry, Vanuatu",4.5,49.59,166.6584,-14.2629,earthquake,us6000miuw,https://earthquake.usgs.gov/earthquakes/eventpage/us6000miuw
2024-03-08 05:25:03.726,"81 km WNW of Ollagüe, Chile",4.5,118.841,-68.9677,-20.9188,earthquake,us7000m42m,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42m
2024-03-08 04:27:12.119,"13 km E of Ródos, Greece",4.7,62.682,28.3727,36.4248,earthquake,us7000m42k,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42k
2024-03-08 03:52:52.642,"80 km NE of Sanana, Indonesia",5.0,10.0,126.561,-1.6235,earthquake,us7000m42h,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m42h
2024-03-08 01:51:06.962,south of the Fiji Islands,4.5,492.08,-179.6727,-24.4317,earthquake,us7000m41q,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m41q
2024-03-07 23:24:04.935,Banda Sea,4.5,101.947,130.0144,-6.7934,earthquake,us7000m410,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m410
2024-03-07 22:59:30.911,Kuril Islands,4.7,35.0,152.7159,46.8146,earthquake,us7000m40x,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m40x
2024-03-07 20:46:45.661,"216 km SSW of Tambolaka, Indonesia",4.5,10.0,118.8047,-11.3415,earthquake,us7000m406,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m406
2024-03-07 17:56:07.213,southeast of Easter Island,4.8,10.0,-104.3107,-35.3429,earthquake,us7000m405,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m405
2024-03-07 17:04:24.561,"60 km SSW of La Tirana, Chile",4.6,47.292,-69.8318,-20.8601,earthquake,us7000m3yw,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3yw
2024-03-07 16:32:01.299,"10 km SSE of Chincha Alta, Peru",4.9,40.304,-76.1031,-13.4982,earthquake,us7000m3wf,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3wf
2024-03-07 15:47:41.746,"42 km S of Pathein, Myanmar",4.6,33.759,94.6639,16.4052,earthquake,us7000m3w7,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3w7
2024-03-07 10:14:58.381,"20 km W of Surup, Philippines",4.5,77.804,125.9614,6.362,earthquake,us7000m3us,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3us
2024-03-07 10:09:15.384,"223 km NNE of Nagqu, China",5.0,10.0,92.8542,33.3794,earthquake,us7000m3ut,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ut
2024-03-07 10:06:30.797,"244 km NNE of Nagqu, China",5.6,10.0,92.9927,33.5389,earthquake,us7000m3ur,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ur
2024-03-07 10:00:34.120,"256 km NE of Hicks Bay, New Zealand",4.6,10.0,-179.8129,-35.8535,earthquake,us6000min0,https://earthquake.usgs.gov/earthquakes/eventpage/us6000min0
2024-03-07 09:41:36.280,"66 km SSW of Labuha, Indonesia",4.6,10.0,127.3049,-1.2024,earthquake,us7000m3uq,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3uq
2024-03-07 08:56:38.050,"Kermadec Islands, New Zealand",4.6,35.0,-177.7514,-29.891,earthquake,us6000mimy,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mimy
2024-03-07 08:24:56.952,Bouvet Island region,4.8,10.0,7.4069,-54.103,earthquake,us6000mimx,https://earthquake.usgs.gov/earthquakes/eventpage/us6000mimx
2024-03-07 08:20:10.597,"78 km SW of Tamarindo, Costa Rica",5.6,9.0,-86.3228,9.7718,earthquake,us7000m3ud,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3ud
2024-03-07 03:30:13.827,"61 km ESE of Sarangani, Philippines",4.7,111.162,125.9703,5.1726,earthquake,us7000m3tr,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3tr
2024-03-06 23:56:55.792,"178 km ENE of Tual, Indonesia",5.2,10.0,134.1471,-4.8258,earthquake,us7000m3t3,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3t3
2024-03-06 21:39:28.512,"64 km ENE of Kinablangan, Philippines",5.0,13.012,127.1014,7.8963,earthquake,us7000m3sh,https://earthquake.usgs.gov/earthquakes/eventpage/us7000m3sh
